ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
28871,15250.00,13914.17,0.16,60 months,debt_consolidation,0.21,FL,RENT,2916.67,690-694,10.00,17931.00,0.00,< 1 year
56361,10000.00,10000.00,0.12,36 months,home_improvement,0.31,NY,MORTGAGE,5000,695-699,16.00,18921.00,0.00,6 years
51408,6000.00,6000.00,0.08,36 months,major_purchase,0.15,IL,RENT,4416.67,720-724,10.00,2928.00,0.00,2 years
60353,3500.00,3500.00,0.12,36 months,debt_consolidation,0.11,TX,MORTGAGE,4333.33,675-679,9.00,9971.00,0.00,10+ years
24168,17400.00,17400.00,0.12,36 months,credit_card,0.12,AZ,RENT,6833.33,695-699,7.00,26587.00,0.00,7 years
55717,7500.00,7500.00,0.10,60 months,other,0.15,IL,MORTGAGE,7083.33,780-784,11.00,16449.00,1.00,10+ years
93794,18000.00,17950.00,0.14,60 months,debt_consolidation,0.14,KS,MORTGAGE,12916.67,685-689,11.00,14890.00,2.00,10+ years
54689,21700.00,21700.00,0.08,36 months,debt_consolidation,0.05,CA,MORTGAGE,15000,780-784,5.00,128707.00,0.00,2 years
17961,1775.00,1775.00,0.07,36 months,debt_consolidation,0.20,OH,RENT,3333.33,725-729,11.00,2038.00,0.00,< 1 year
46324,20000.00,19896.51,0.14,36 months,debt_consolidation,0.15,FL,RENT,5166.67,710-714,8.00,12394.00,1.00,6 years
67629,16000.00,15925.00,0.08,36 months,debt_consolidation,0.06,IL,MORTGAGE,6000,765-769,8.00,19539.00,0.00,n/a
85220,4825.00,4825.00,0.10,36 months,debt_consolidation,0.15,UT,RENT,2400,705-709,14.00,6109.00,1.00,1 year
84341,5000.00,5000.00,0.06,36 months,other,0.06,TX,MORTGAGE,5416.67,795-799,13.00,4956.00,0.00,8 years
93780,35000.00,35000.00,0.16,36 months,debt_consolidation,0.20,FL,MORTGAGE,14166.67,660-664,12.00,216561.00,1.00,10+ years
68722,4750.00,4750.00,0.09,36 months,home_improvement,0.01,PA,OWN,2833.33,760-764,2.00,767.00,0.00,9 years
89844,7125.00,7125.00,0.18,36 months,debt_consolidation,0.11,CT,MORTGAGE,5636.75,675-679,14.00,5383.00,2.00,8 years
20640,4000.00,3975.00,0.13,36 months,small_business,0.08,PA,RENT,1750,670-674,7.00,7178.00,3.00,< 1 year
22444,11000.00,11000.00,0.13,36 months,other,0.22,NC,MORTGAGE,7916.67,690-694,9.00,34314.00,1.00,< 1 year
69437,8000.00,8000.00,0.14,36 months,debt_consolidation,0.15,CA,RENT,3108,690-694,3.00,3072.00,0.00,8 years
5733,5000.00,4900.00,0.11,36 months,major_purchase,0.03,FL,RENT,3200,710-714,6.00,2650.00,2.00,3 years
311,7200.00,6250.00,0.08,36 months,debt_consolidation,0.17,MA,MORTGAGE,5100,760-764,4.00,9366.00,4.00,10+ years
65245,5000.00,5000.00,0.15,36 months,wedding,0.10,CA,RENT,1916.67,660-664,8.00,5982.00,0.00,5 years
11626,4500.00,4500.00,0.08,36 months,moving,0.14,CA,MORTGAGE,3000,765-769,10.00,387.00,0.00,< 1 year
49533,17300.00,17250.00,0.22,60 months,wedding,0.04,PA,MORTGAGE,5500,685-689,11.00,2306.00,3.00,4 years
16487,1000.00,750.00,0.10,36 months,renewable_energy,0.00,GA,MORTGAGE,1800,730-734,2.00,0.00,1.00,< 1 year
27608,13075.00,13075.00,0.12,60 months,debt_consolidation,0.23,OH,MORTGAGE,7291.67,715-719,14.00,27622.00,0.00,10+ years
53245,20000.00,20000.00,0.08,36 months,credit_card,0.14,CA,RENT,7258.33,730-734,5.00,14268.00,0.00,9 years
55800,18000.00,18000.00,0.12,36 months,credit_card,0.22,MA,RENT,4583.33,700-704,13.00,17868.00,0.00,10+ years
46391,13500.00,13500.00,0.14,60 months,debt_consolidation,0.13,OR,MORTGAGE,8833.33,700-704,11.00,18978.00,0.00,2 years
46120,14000.00,14000.00,0.12,36 months,debt_consolidation,0.15,CA,MORTGAGE,10583.33,685-689,9.00,35457.00,0.00,2 years
49851,25000.00,24975.00,0.21,60 months,debt_consolidation,0.10,OH,RENT,5077.58,690-694,6.00,17946.00,0.00,10+ years
91905,10000.00,10000.00,0.15,36 months,credit_card,0.19,FL,MORTGAGE,5583.33,675-679,16.00,12723.00,1.00,2 years
77788,4750.00,4750.00,0.14,60 months,debt_consolidation,0.23,SC,RENT,1500,740-744,11.00,1687.00,3.00,< 1 year
25235,10000.00,9999.71,0.13,60 months,other,0.18,IL,RENT,2500,720-724,8.00,3822.00,2.00,8 years
33119,14000.00,14000.00,0.19,60 months,debt_consolidation,0.14,CA,MORTGAGE,3616,670-674,9.00,13923.00,0.00,2 years
56382,12375.00,12375.00,0.06,36 months,debt_consolidation,0.19,PA,MORTGAGE,6750,790-794,11.00,8135.00,0.00,1 year
76770,5675.00,5675.00,0.11,36 months,debt_consolidation,0.29,CA,RENT,2333.33,705-709,6.00,9687.00,1.00,5 years
71487,35000.00,35000.00,0.25,60 months,debt_consolidation,0.08,AL,MORTGAGE,10000,660-664,12.00,21391.00,2.00,10+ years
59890,25000.00,25000.00,0.21,36 months,debt_consolidation,0.10,NY,RENT,8333.33,670-674,11.00,8575.00,1.00,10+ years
41411,35000.00,35000.00,0.16,36 months,debt_consolidation,0.17,NY,MORTGAGE,39583.33,705-709,14.00,55965.00,2.00,10+ years
99592,19200.00,19200.00,0.12,36 months,debt_consolidation,0.28,TX,MORTGAGE,4583.33,715-719,12.00,11140.00,1.00,2 years
87287,12000.00,12000.00,0.07,36 months,debt_consolidation,0.12,NY,RENT,4416.67,765-769,12.00,4117.00,1.00,3 years
97016,7000.00,7000.00,0.10,36 months,debt_consolidation,0.11,IL,MORTGAGE,4341.67,695-699,11.00,13638.00,0.00,7 years
26493,10000.00,10000.00,0.12,36 months,other,0.22,CA,MORTGAGE,3417,680-684,13.00,18069.00,0.00,4 years
95322,3600.00,3600.00,0.20,36 months,moving,0.11,TX,RENT,7000,665-669,7.00,6263.00,4.00,6 years
30341,12000.00,11975.00,0.08,36 months,debt_consolidation,0.08,CA,RENT,4500,745-749,12.00,8422.00,0.00,10+ years
98601,9450.00,9450.00,0.12,36 months,credit_card,0.34,FL,RENT,2750,700-704,17.00,14246.00,0.00,6 years
735,9000.00,7650.00,0.11,36 months,credit_card,0.13,MI,MORTGAGE,5666.67,685-689,22.00,36164.00,1.00,8 years
85370,10000.00,10000.00,0.16,36 months,debt_consolidation,0.14,OH,MORTGAGE,4583.33,675-679,16.00,24989.00,1.00,10+ years
101027,17325.00,17325.00,0.09,36 months,credit_card,0.18,IL,MORTGAGE,3333.33,725-729,17.00,11327.00,0.00,9 years
77588,9600.00,9600.00,0.15,36 months,credit_card,0.33,AR,RENT,3166.67,685-689,8.00,14774.00,3.00,2 years
69027,16000.00,16000.00,0.22,60 months,home_improvement,0.11,IL,MORTGAGE,3466.67,665-669,8.00,13797.00,1.00,7 years
48356,9000.00,9000.00,0.06,36 months,major_purchase,0.09,NY,MORTGAGE,14166.67,770-774,13.00,40909.00,0.00,4 years
27554,12000.00,12000.00,0.08,60 months,debt_consolidation,0.11,GA,MORTGAGE,4425.17,780-784,9.00,14816.00,0.00,10+ years
6987,12000.00,12000.00,0.11,36 months,debt_consolidation,0.02,MD,MORTGAGE,12500,735-739,13.00,10944.00,0.00,5 years
62891,2575.00,2575.00,0.10,36 months,debt_consolidation,0.28,NY,RENT,4166.67,695-699,12.00,18499.00,0.00,2 years
15631,4500.00,4500.00,0.09,36 months,credit_card,0.07,OR,MORTGAGE,5250,710-714,10.00,9356.00,2.00,9 years
102441,7500.00,-0.01,0.12,36 months,educational,0.21,CA,MORTGAGE,8750,685-689,14.00,20947.00,7.00,5 years
96897,10000.00,10000.00,0.13,36 months,debt_consolidation,0.08,CO,OWN,3500,685-689,11.00,11401.00,1.00,10+ years
9261,7000.00,7000.00,0.14,36 months,medical,0.07,AZ,RENT,3010,670-674,5.00,3047.00,2.00,< 1 year
81785,28350.00,28350.00,0.20,36 months,debt_consolidation,0.29,NC,RENT,5833.33,695-699,11.00,10119.00,0.00,9 years
49772,4800.00,4800.00,0.12,36 months,other,0.17,MD,RENT,4800,680-684,7.00,2770.00,0.00,< 1 year
103355,7000.00,6963.08,0.13,36 months,debt_consolidation,0.13,PA,RENT,4325,685-689,8.00,8076.00,4.00,3 years
85229,19200.00,19200.00,0.22,60 months,credit_card,0.10,AZ,RENT,5666.67,670-674,5.00,17783.00,0.00,< 1 year
93066,8000.00,8000.00,0.11,36 months,debt_consolidation,0.12,CA,RENT,7000,685-689,7.00,4729.00,1.00,3 years
87114,10000.00,10000.00,0.14,36 months,debt_consolidation,0.21,CA,RENT,3750,700-704,4.00,18621.00,0.00,10+ years
10262,25000.00,14401.65,0.11,60 months,home_improvement,0.05,FL,MORTGAGE,3333.33,780-784,9.00,3367.00,3.00,2 years
101411,9500.00,9500.00,0.22,36 months,other,0.16,PA,RENT,4500,660-664,7.00,3673.00,1.00,3 years
101987,3000.00,2057.84,0.10,36 months,small_business,0.04,IL,OWN,4350,680-684,3.00,8414.00,4.00,10+ years
30929,13500.00,13500.00,0.20,60 months,debt_consolidation,0.15,DC,RENT,2666.67,665-669,6.00,13341.00,1.00,10+ years
66186,6000.00,6000.00,0.08,36 months,credit_card,0.03,GA,RENT,7500,720-724,5.00,6394.00,0.00,2 years
82780,18000.00,18000.00,0.11,36 months,debt_consolidation,0.12,FL,RENT,5100,715-719,8.00,17139.00,0.00,1 year
90356,15500.00,15500.00,0.09,36 months,home_improvement,0.16,PA,RENT,9000,700-704,8.00,4097.00,4.00,10+ years
55812,13600.00,13600.00,0.08,36 months,home_improvement,0.13,CA,MORTGAGE,6250,740-744,7.00,14524.00,0.00,n/a
79478,10350.00,10350.00,0.14,36 months,car,0.20,NY,RENT,3333.33,690-694,10.00,10841.00,1.00,1 year
57003,8575.00,8550.00,0.17,36 months,debt_consolidation,0.10,NY,RENT,2500,665-669,6.00,8807.00,2.00,7 years
71142,15000.00,15000.00,0.19,36 months,debt_consolidation,0.25,AZ,RENT,6000,675-679,12.00,12162.00,0.00,1 year
4168,10000.00,9975.00,0.09,36 months,major_purchase,0.03,PA,MORTGAGE,10167,790-794,9.00,16.00,3.00,10+ years
48166,10800.00,10800.00,0.14,60 months,car,0.01,IL,RENT,7500,730-734,4.00,1577.00,0.00,< 1 year
92868,25000.00,25000.00,0.14,36 months,home_improvement,0.05,MD,MORTGAGE,6833.33,675-679,5.00,8811.00,0.00,8 years
31448,11000.00,11000.00,0.11,36 months,debt_consolidation,0.04,SC,MORTGAGE,6666.67,695-699,11.00,4124.00,0.00,4 years
68581,5500.00,5500.00,0.11,36 months,credit_card,0.32,PA,OWN,1666.67,690-694,7.00,8826.00,0.00,3 years
48151,13000.00,13000.00,0.13,36 months,debt_consolidation,0.11,NH,RENT,5000,735-739,3.00,11090.00,1.00,1 year
49038,3825.00,3800.00,0.08,36 months,small_business,0.04,NY,RENT,3333.33,745-749,3.00,5106.00,0.00,5 years
80638,25000.00,25000.00,0.20,60 months,debt_consolidation,0.32,NY,OWN,4916.67,695-699,21.00,35208.00,1.00,7 years
83265,2000.00,2000.00,0.13,36 months,major_purchase,0.14,NV,RENT,3750,680-684,4.00,1485.00,0.00,3 years
90491,18000.00,17975.00,0.19,36 months,moving,0.33,GA,MORTGAGE,5416.67,685-689,10.00,15626.00,1.00,10+ years
75831,19125.00,19125.00,0.18,60 months,other,0.29,GA,RENT,4166.67,700-704,14.00,28108.00,3.00,6 years
61042,16800.00,16800.00,0.07,36 months,debt_consolidation,0.04,SC,OWN,16083.33,800-804,5.00,13470.00,1.00,8 years
16549,25000.00,15175.00,0.16,60 months,debt_consolidation,0.22,PA,MORTGAGE,7083.33,705-709,8.00,9133.00,0.00,4 years
54073,7425.00,7425.00,0.10,36 months,debt_consolidation,0.07,NV,MORTGAGE,2500,705-709,6.00,5045.00,1.00,4 years
45424,12000.00,11950.00,0.06,36 months,home_improvement,0.10,NV,OWN,3100,755-759,7.00,11076.00,0.00,n/a
52929,10000.00,10000.00,0.11,36 months,debt_consolidation,0.18,CA,RENT,5833.33,700-704,10.00,16894.00,0.00,4 years
14080,25000.00,24925.00,0.16,36 months,credit_card,0.18,MD,RENT,7983.33,685-689,14.00,28330.00,0.00,2 years
78437,8500.00,8500.00,0.18,36 months,other,0.18,MI,RENT,2583.33,665-669,9.00,13718.00,0.00,2 years
75477,12375.00,12375.00,0.07,36 months,debt_consolidation,0.31,PA,MORTGAGE,3500,735-739,16.00,14037.00,0.00,2 years
95560,10000.00,10000.00,0.14,36 months,debt_consolidation,0.24,WA,RENT,2750,700-704,4.00,14317.00,0.00,2 years
33050,1900.00,1900.00,0.08,36 months,debt_consolidation,0.19,PA,MORTGAGE,6000,735-739,12.00,18397.00,2.00,10+ years
68139,23000.00,23000.00,0.18,36 months,debt_consolidation,0.26,MD,MORTGAGE,6625,685-689,17.00,19870.00,1.00,3 years
65110,2000.00,2000.00,0.14,36 months,debt_consolidation,0.22,MN,RENT,4333.33,675-679,9.00,8496.00,1.00,4 years
29803,8000.00,8000.00,0.07,36 months,small_business,0.09,CA,MORTGAGE,5833.33,790-794,5.00,4469.00,2.00,3 years
22993,10000.00,10000.00,0.07,36 months,home_improvement,0.08,CA,MORTGAGE,5833.33,735-739,12.00,3181.00,0.00,8 years
75600,4800.00,4800.00,0.08,36 months,credit_card,0.17,NC,MORTGAGE,6250,705-709,7.00,4195.00,0.00,10+ years
19348,5000.00,5000.00,0.07,36 months,debt_consolidation,0.18,MA,OWN,3333.33,725-729,8.00,5806.00,0.00,< 1 year
11648,7000.00,7000.00,0.11,36 months,debt_consolidation,0.09,TX,RENT,6333.33,715-719,6.00,349.00,0.00,10+ years
93139,10000.00,10000.00,0.12,36 months,debt_consolidation,0.11,CT,MORTGAGE,7500,665-669,6.00,24924.00,0.00,10+ years
2443,15000.00,14925.21,0.13,36 months,debt_consolidation,0.14,NY,RENT,4458.33,700-704,15.00,7701.00,1.00,6 years
1439,16750.00,9445.58,0.12,36 months,credit_card,0.25,FL,RENT,3750,720-724,6.00,28116.00,1.00,10+ years
34831,5000.00,5000.00,0.16,36 months,credit_card,0.10,FL,OWN,1733.33,665-669,11.00,4366.00,3.00,< 1 year
23553,8000.00,8000.00,0.05,36 months,credit_card,0.04,CA,OWN,3936,780-784,7.00,5235.00,0.00,10+ years
2578,13000.00,8113.74,0.10,36 months,small_business,0.16,TX,MORTGAGE,3500,785-789,6.00,0.00,1.00,1 year
52665,4000.00,4000.00,0.10,36 months,debt_consolidation,0.16,CA,MORTGAGE,4166.67,705-709,17.00,13745.00,1.00,10+ years
43307,10000.00,10000.00,0.10,36 months,debt_consolidation,0.14,MN,MORTGAGE,3666.67,705-709,9.00,17161.00,0.00,1 year
19492,3500.00,3500.00,0.07,36 months,other,0.16,CA,MORTGAGE,6333,715-719,12.00,41602.00,0.00,10+ years
52639,1800.00,1800.00,0.14,36 months,vacation,0.24,NY,RENT,4250,670-674,11.00,5757.00,0.00,5 years
26950,6000.00,6000.00,0.07,36 months,home_improvement,0.15,NC,MORTGAGE,5833.33,715-719,12.00,7961.00,0.00,9 years
22200,4000.00,3910.45,0.08,36 months,home_improvement,0.21,NY,MORTGAGE,3600,725-729,4.00,594.00,0.00,10+ years
99483,30000.00,30000.00,0.19,60 months,credit_card,0.21,FL,MORTGAGE,6250,695-699,12.00,34927.00,0.00,6 years
74981,14000.00,14000.00,0.14,36 months,house,0.15,MI,RENT,5416.67,690-694,6.00,4211.00,0.00,5 years
20862,15800.00,15700.00,0.16,60 months,debt_consolidation,0.20,CA,MORTGAGE,7388.42,710-714,13.00,32120.00,1.00,10+ years
63266,7200.00,7175.00,0.11,36 months,debt_consolidation,0.28,OK,MORTGAGE,3750,690-694,8.00,20342.00,0.00,10+ years
79126,5825.00,5825.00,0.12,36 months,home_improvement,0.04,AR,OWN,3750,690-694,4.00,5643.00,0.00,1 year
7183,3000.00,3000.00,0.07,36 months,debt_consolidation,0.13,PA,RENT,4916.67,730-734,8.00,3210.00,0.00,5 years
14595,10000.00,10000.00,0.16,60 months,home_improvement,0.15,WV,RENT,2290,685-689,5.00,394.00,2.00,n/a
9216,10750.00,10725.00,0.13,36 months,debt_consolidation,0.14,MI,MORTGAGE,4416.67,685-689,6.00,11525.00,0.00,10+ years
103033,4575.00,4575.00,0.16,36 months,credit_card,0.14,MS,OTHER,5833.33,680-684,25.00,82586.00,2.00,2 years
66349,9000.00,9000.00,0.14,36 months,credit_card,0.15,CO,MORTGAGE,7083.33,685-689,19.00,11077.00,1.00,2 years
20263,10000.00,10000.00,0.06,36 months,debt_consolidation,0.06,GA,MORTGAGE,12500,745-749,17.00,75629.00,0.00,1 year
51445,8000.00,7997.79,0.16,36 months,debt_consolidation,0.16,NY,RENT,3750,665-669,8.00,7374.00,1.00,6 years
36497,15000.00,15000.00,0.16,36 months,house,0.04,AL,MORTGAGE,8833.33,680-684,6.00,113.00,3.00,8 years
100114,20675.00,20675.00,0.14,36 months,credit_card,0.23,NM,MORTGAGE,4333.33,710-714,12.00,8393.00,1.00,10+ years
7020,10500.00,10477.85,0.15,36 months,credit_card,0.14,NY,RENT,3083.33,670-674,8.00,14726.00,0.00,10+ years
73128,4825.00,4825.00,0.12,36 months,debt_consolidation,0.05,CT,MORTGAGE,5416.67,680-684,8.00,6883.00,0.00,8 years
11620,3800.00,3800.00,0.11,36 months,major_purchase,0.15,PA,MORTGAGE,5416.67,700-704,11.00,9266.00,0.00,10+ years
82922,19600.00,19525.00,0.21,60 months,small_business,0.10,CA,RENT,4170,675-679,8.00,11669.00,0.00,4 years
16593,12800.00,12700.00,0.13,60 months,debt_consolidation,0.09,FL,RENT,5166.67,725-729,7.00,7942.00,0.00,5 years
37041,30000.00,29950.00,0.08,36 months,home_improvement,0.00,MA,RENT,13416.67,810-814,9.00,2174.00,3.00,10+ years
10761,14500.00,10168.89,0.11,60 months,credit_card,0.14,CA,MORTGAGE,3584.62,755-759,6.00,18555.00,0.00,10+ years
80841,16750.00,16750.00,0.19,36 months,debt_consolidation,0.09,FL,MORTGAGE,5666.67,680-684,8.00,13567.00,1.00,4 years
91989,12000.00,11975.00,0.16,36 months,other,0.14,AZ,MORTGAGE,8541.67,695-699,5.00,5890.00,3.00,10+ years
52893,4800.00,4800.00,0.15,36 months,credit_card,0.14,HI,RENT,5000,665-669,8.00,7391.00,0.00,2 years
72655,5000.00,5000.00,0.14,36 months,debt_consolidation,0.11,AZ,RENT,10625,670-674,8.00,8054.00,0.00,1 year
19585,15000.00,14950.00,0.14,36 months,small_business,0.08,OR,MORTGAGE,6666.67,690-694,8.00,1073.00,2.00,5 years
100595,1500.00,1500.00,0.21,36 months,other,0.14,TX,RENT,3583.33,685-689,7.00,4747.00,1.00,< 1 year
32037,18000.00,17738.58,0.11,60 months,major_purchase,0.15,OH,MORTGAGE,4000,755-759,9.00,6718.00,0.00,10+ years
102356,5600.00,2025.01,0.15,36 months,other,0.21,CA,RENT,6083.33,655-659,7.00,2166.00,2.00,2 years
23345,35000.00,14869.55,0.16,60 months,home_improvement,0.26,FL,MORTGAGE,6308.75,735-739,14.00,34883.00,0.00,10+ years
22130,16000.00,13613.86,0.15,60 months,debt_consolidation,0.15,KY,MORTGAGE,3006.44,700-704,10.00,11011.00,0.00,10+ years
100469,8875.00,8875.00,0.15,36 months,debt_consolidation,0.15,SC,RENT,2302,665-669,8.00,10008.00,0.00,n/a
61697,8875.00,8875.00,0.15,36 months,debt_consolidation,0.30,NC,RENT,2291.67,680-684,11.00,11798.00,1.00,2 years
84180,8000.00,7925.00,0.19,60 months,other,0.10,WA,MORTGAGE,5002.33,675-679,7.00,8421.00,1.00,10+ years
9762,10000.00,9975.00,0.13,36 months,debt_consolidation,0.15,NV,MORTGAGE,6307.42,680-684,11.00,18823.00,0.00,10+ years
4211,20000.00,11800.00,0.11,36 months,debt_consolidation,0.24,AL,MORTGAGE,4166.67,745-749,11.00,24123.00,1.00,< 1 year
36163,25000.00,25000.00,0.10,36 months,debt_consolidation,0.15,FL,RENT,5500,730-734,9.00,11395.00,0.00,3 years
42421,10000.00,10000.00,0.07,36 months,debt_consolidation,0.11,CA,OWN,4166.67,760-764,20.00,10385.00,1.00,6 years
6723,11000.00,10969.64,0.13,36 months,debt_consolidation,0.19,IL,RENT,3500,700-704,6.00,6811.00,1.00,2 years
97524,12000.00,12000.00,0.06,36 months,debt_consolidation,0.19,SC,MORTGAGE,13000,725-729,22.00,20197.00,0.00,5 years
30788,17200.00,17200.00,0.20,60 months,home_improvement,0.10,CO,RENT,3666.67,705-709,4.00,2117.00,3.00,2 years
85201,1800.00,1800.00,0.15,36 months,other,0.07,OK,MORTGAGE,6416.67,670-674,6.00,3394.00,2.00,7 years
35161,3000.00,3000.00,0.06,36 months,debt_consolidation,0.11,NY,MORTGAGE,7500,765-769,13.00,10585.00,0.00,n/a
51929,9525.00,9500.00,0.16,36 months,small_business,0.11,CA,RENT,2666.67,670-674,15.00,5610.00,1.00,n/a
2807,20000.00,2050.00,0.13,36 months,home_improvement,0.01,MI,MORTGAGE,3500,750-754,6.00,1954.00,5.00,2 years
1888,6000.00,4450.00,0.08,36 months,debt_consolidation,0.08,NY,RENT,5417,780-784,10.00,6047.00,1.00,10+ years
92641,2500.00,2500.00,0.18,36 months,debt_consolidation,0.22,PA,MORTGAGE,3916.67,670-674,7.00,14892.00,2.00,6 years
9658,1950.00,1950.00,0.13,36 months,other,0.15,CA,RENT,2600,680-684,6.00,4100.00,1.00,3 years
55478,30000.00,29975.00,0.21,60 months,debt_consolidation,0.11,NJ,RENT,7083.33,705-709,12.00,9121.00,0.00,10+ years
20979,6000.00,5975.00,0.17,60 months,small_business,0.07,FL,MORTGAGE,2500,660-664,5.00,5087.00,0.00,8 years
80144,24000.00,23950.00,0.12,36 months,debt_consolidation,0.27,TX,MORTGAGE,5791.67,715-719,13.00,34104.00,0.00,10+ years
52330,15000.00,15000.00,0.20,36 months,wedding,0.18,CA,RENT,8000,660-664,6.00,45976.00,1.00,2 years
26652,12000.00,11975.00,0.11,60 months,home_improvement,0.04,NY,MORTGAGE,3416.67,735-739,10.00,6935.00,0.00,< 1 year
48606,21000.00,21000.00,0.14,36 months,debt_consolidation,0.11,SC,MORTGAGE,10700,710-714,12.00,16830.00,2.00,2 years
57866,5750.00,5750.00,0.14,36 months,credit_card,0.12,CA,RENT,5000,660-664,13.00,12465.00,0.00,10+ years
54197,15000.00,15000.00,0.13,36 months,other,0.17,PA,RENT,4166.67,695-699,11.00,9066.00,0.00,2 years
81508,7500.00,7500.00,0.12,36 months,home_improvement,0.27,NH,MORTGAGE,5000,710-714,8.00,9047.00,1.00,10+ years
3841,8000.00,7975.00,0.13,36 months,wedding,0.17,TX,MORTGAGE,3521,680-684,13.00,4075.00,0.00,3 years
65250,2000.00,2000.00,0.09,36 months,car,0.24,MI,OWN,3000,730-734,5.00,2117.00,1.00,10+ years
74303,11950.00,11950.00,0.14,36 months,other,0.21,RI,MORTGAGE,5833.33,700-704,22.00,15962.00,1.00,8 years
80765,6500.00,6500.00,0.08,36 months,debt_consolidation,0.13,AR,RENT,6750,720-724,17.00,33229.00,0.00,8 years
24187,4500.00,4500.00,0.11,36 months,other,0.09,CA,RENT,3500,695-699,5.00,7247.00,0.00,2 years
59413,24000.00,23975.00,0.10,36 months,debt_consolidation,0.16,OH,MORTGAGE,5416.67,720-724,11.00,17882.00,0.00,10+ years
89690,14675.00,14675.00,0.16,36 months,credit_card,0.27,IL,RENT,3250,695-699,14.00,7525.00,1.00,2 years
94593,23750.00,23750.00,0.20,60 months,debt_consolidation,0.14,CT,RENT,8333.33,710-714,12.00,10549.00,3.00,2 years
101294,7500.00,7500.00,0.07,36 months,debt_consolidation,0.13,PA,MORTGAGE,9583.33,710-714,20.00,22464.00,0.00,4 years
45980,4800.00,4800.00,0.08,NA,debt_consolidation,0.19,OH,RENT,NA,720-724,12.00,6813.00,3.00,< 1 year
42567,30000.00,29950.00,0.17,36 months,debt_consolidation,0.12,TX,RENT,10000,695-699,17.00,18680.00,0.00,3 years
58576,20000.00,20000.00,0.22,60 months,debt_consolidation,0.24,VT,RENT,3666.67,660-664,9.00,9194.00,1.00,1 year
103450,15000.00,14875.00,0.13,36 months,wedding,0.14,MI,MORTGAGE,4166.67,700-704,11.00,8014.00,4.00,2 years
15899,4000.00,3882.78,0.06,36 months,moving,0.24,OH,RENT,4666.67,760-764,7.00,2889.00,2.00,9 years
29165,4325.00,4325.00,0.07,36 months,credit_card,0.05,FL,MORTGAGE,3691.67,715-719,9.00,5074.00,0.00,10+ years
73956,6000.00,6000.00,0.17,36 months,debt_consolidation,0.29,WV,RENT,2752.92,660-664,12.00,4569.00,2.00,< 1 year
14446,4500.00,4475.00,0.08,36 months,small_business,0.20,VA,MORTGAGE,7075.5,720-724,15.00,68618.00,2.00,10+ years
85485,12000.00,12000.00,0.17,36 months,debt_consolidation,0.15,CO,MORTGAGE,4166.67,665-669,7.00,12318.00,1.00,< 1 year
338,10000.00,6350.00,0.09,36 months,credit_card,0.00,NJ,RENT,13750,730-734,5.00,45.00,0.00,2 years
66542,14000.00,14000.00,0.15,36 months,credit_card,0.11,AZ,RENT,7333.33,680-684,7.00,6229.00,1.00,< 1 year
92105,7750.00,7750.00,0.16,36 months,debt_consolidation,0.27,FL,MORTGAGE,2916.67,680-684,18.00,17102.00,0.00,5 years
